Unnamed: 0,file,age
12763,18_Ashley_Olsen_0005.jpg,4
12779,23_Jackson_Rathbone_0012.jpg,9
12785,17_Kirsten_Prout_0013.jpg,3
12796,22_Lucas_Till_0008.jpg,8
12803,21_Diego_Boneta_0013.jpg,7
12809,21_Riley_Keough_0012.jpg,7
12815,21_Alona_Tal_0015.jpg,7
12821,23_Kate_Mara_0003.jpg,9
12824,22_Lena_Dunham_0012.jpg,8
12834,15_Chord_Overstreet_0010.jpg,1
12836,23_Natalie_Portman_0003.jpg,9
12838,22_Lindsay_Lohan_0012.jpg,8
12843,19_Corbin_Bleu_0009.jpg,5
12848,22_Grey_Damon_0008.jpg,8
12864,17_Lucy_Hale_0017.jpg,3
12867,20_Liam_Aiken_0008.jpg,6
12868,21_Rumer_Willis_0009.jpg,7
12883,22_Dakota_Johnson_0001.jpg,8
12888,18_Jane_Levy_0011.jpg,4
12907,14_Adelaide_Kane_0015.jpg,0
12909,22_Tatiana_Maslany_0014.jpg,8
12917,15_Nina_Dobrev_0001.jpg,1
12923,15_Hayden_Panettiere_0003.jpg,1
12940,22_Michael_Trevino_0003.jpg,8
12955,20_Lauren_Socha_0013.jpg,6
12997,18_Jane_Levy_0005.jpg,4
13012,22_Scott_Eastwood_0015.jpg,8
13016,16_Ashley_Hinshaw_0012.jpg,2
13023,14_Adelaide_Kane_0001.jpg,0
13026,22_Aziz_Ansari_0017.jpg,8
13062,19_Shenae_Grimes_0012.jpg,5
13090,21_Alona_Tal_0001.jpg,7
13095,21_Riley_Keough_0006.jpg,7
13096,17_Dev_Patel_0005.jpg,3
13108,21_Kirsten_Prout_0005.jpg,7
13112,18_William_Moseley_0009.jpg,4
13116,22_Lindsay_Lohan_0006.jpg,8
13118,23_Aneurin_Barnard_0016.jpg,9
13119,23_Natalie_Portman_0017.jpg,9
13121,15_Chord_Overstreet_0004.jpg,1
13127,19_Emily_Rios_0010.jpg,5
13146,22_Lily_Cole_0010.jpg,8
13148,23_Matt_Prokop_0011.jpg,9
13155,15_Emma_Rigby_0004.jpg,1
13198,22_Stephanie_Leonidas_0004.jpg,8
13203,16_Sarah_Hyland_0006.jpg,2
13221,23_Alicia_Vikander_0010.jpg,9
13231,14_Samantha_Barks_0005.jpg,0
13233,23_Hilary_Duff_0001.jpg,9
13237,23_Hunter_Parrish_0003.jpg,9
13245,22_Steven_R._McQueen_0009.jpg,8
13251,22_Kirsten_Dunst_0004.jpg,8
13256,21_Megan_Fox_0018.jpg,7
13259,17_Lucas_Till_0017.jpg,3
13263,18_Shay_Mitchell_0017.jpg,4
13268,15_Rachel_Hurd-Wood_0013.jpg,1
13269,22_Robert_Pattinson_0011.jpg,8
13277,16_Maiara_Walsh_0017.jpg,2
13283,17_Lucas_Till_0003.jpg,3
13288,22_Robert_Pattinson_0005.jpg,8
13289,15_Rachel_Hurd-Wood_0007.jpg,1
13295,21_Chris_Colfer_0014.jpg,7
13311,23_Jeremy_Jordan_0013.jpg,9
13316,23_Alicia_Vikander_0004.jpg,9
13323,17_Grey_Damon_0003.jpg,3
13330,19_Q'orianka_Kilcher_0005.jpg,5
13332,23_Hilary_Duff_0015.jpg,9
13334,14_Samantha_Barks_0011.jpg,0
13338,21_Lauren_Potter_0008.jpg,7
13347,21_Gemma_Arterton_0012.jpg,7
13353,20_Ashley_Olsen_0003.jpg,6
13355,23_Candice_Accola_0008.jpg,9
13365,19_Indiana_Evans_0011.jpg,5
13373,20_Emma_Watson_0020.jpg,6
13378,19_Raven-Symoné_0003.jpg,5
13396,19_Emily_Rios_0004.jpg,5
13406,20_Mischa_Barton_0009.jpg,6
13417,22_Aaron_Johnson_0005.jpg,8
13427,22_Alexandra_Daddario_0009.jpg,8
13428,18_Blake_Lively_0013.jpg,4
13460,22_Rooney_Mara_0014.jpg,8
13464,19_Steven_R._McQueen_0001.jpg,5
13465,23_Tiya_Sircar_0001.jpg,9
13467,19_Taylor_Swift_0001.jpg,5
13470,17_Emma_Stone_0005.jpg,3
13484,21_Anna_Popplewell_0005.jpg,7
13494,18_Tyler_Hoechlin_0010.jpg,4
13499,22_Lizzie_Brocheré_0008.jpg,8
13500,19_Frankie_Muniz_0001.jpg,5
13505,21_Chace_Crawford_0001.jpg,7
13516,19_Elizabeth_Olsen_0011.jpg,5
13522,15_Cassie_Scerbo_0017.jpg,1
13541,23_Megan_Fox_0006.jpg,9
13550,19_Johanna_Braddy_0002.jpg,5
13555,16_Cody_Horn_0015.jpg,2
13572,21_Liam_Hemsworth_0010.jpg,7
13598,21_Anton_Yelchin_0009.jpg,7
13605,15_Q'orianka_Kilcher_0005.jpg,1
13607,23_Haley_Bennett_0001.jpg,9
13610,21_Kellan_Lutz_0020.jpg,7
13623,21_Liam_Hemsworth_0004.jpg,7
13634,19_Mary-Kate_Olsen_0009.jpg,5
13644,19_Elizabeth_Olsen_0005.jpg,5
13646,15_Cassie_Scerbo_0003.jpg,1
